TimePeriod,GeoType,GeoID,GeoRank,Geography,"Estimated annual rate per 10,000",Number
2010,UHF42,406,4,Fresh Meadows,12.5,18
2010,UHF42,407,4,Southwest Queens,18.4,83
2010,UHF42,408,4,Jamaica,27.8,135
2010,UHF42,409,4,Southeast Queens,27.1,85
2010,UHF42,410,4,Rockaways,39.3,86
2010,UHF42,501,4,Port Richmond,19.7,29
2010,UHF42,502,4,Stapleton - St. George,23.0,48
2010,UHF42,503,4,Willowbrook,6.7*,**
2010,UHF42,504,4,South Beach - Tottenville,8.2,26
2010,Borough,1,1,Bronx,49.5,"1,311"
2010,Borough,2,1,Brooklyn,24.3,"1,032"
2010,Borough,3,1,Manhattan,26.5,418
2010,Borough,4,1,Queens,20.8,690
2010,Borough,5,1,Staten Island,13.9,112
2010,Citywide,1,0,New York City,28.3,"3,563"
2009,UHF42,101,4,Kingsbridge - Riverdale,25.8,31
2009,UHF42,102,4,Northeast Bronx,38.1,127
2009,UHF42,103,4,Fordham - Bronx Pk,70.2,344
2009,UHF42,104,4,Pelham - Throgs Neck,49.3,259
2009,UHF42,105,4,Crotona - Tremont,57.3,259
2009,UHF42,106,4,High Bridge - Morrisania,60.2,268
2009,UHF42,107,4,Hunts Point - Mott Haven,78.2,234
2009,UHF42,201,4,Greenpoint,17.1,31
2009,UHF42,202,4,Downtown - Heights - Slope,26.6,68
2009,UHF42,203,4,Bedford Stuyvesant - Crown Heights,51.1,288
2009,UHF42,204,4,East New York,43.3,172
2009,UHF42,205,4,Sunset Park,13.6,28
2009,UHF42,206,4,Borough Park,6.6,44
2009,UHF42,207,4,East Flatbush - Flatbush,33.5,171
2009,UHF42,208,4,Canarsie - Flatlands,28.7,99
2009,UHF42,209,4,Bensonhurst - Bay Ridge,5.8,17
2009,UHF42,210,4,Coney Island - Sheepshead Bay,10.7,46
2009,UHF42,211,4,Williamsburg - Bushwick,60.6,241
2009,UHF42,301,4,Washington Heights,22.6,83
2009,UHF42,302,4,Central Harlem - Morningside Heights,69.1,171
2009,UHF42,303,4,East Harlem,67.6,126
2009,UHF42,304,4,Upper West Side,18.9,38
2009,UHF42,305,4,Upper East Side,8.9,17
2009,UHF42,306,4,Chelsea - Clinton,18.5,13
2009,UHF42,307,4,Gramercy Park - Murray Hill,7.2*,**
2009,UHF42,308,4,Greenwich Village - SoHo,13.1*,**
2009,UHF42,309,4,Union Square - Lower East Side,20.7,36
2009,UHF42,310,4,Lower Manhattan,13.9*,**
2009,UHF42,401,4,Long Island City - Astoria,17.9,42
2009,UHF42,402,4,West Queens,14.3,100
2009,UHF42,403,4,Flushing - Clearview,13.4,43
2009,UHF42,404,4,Bayside - Little Neck,11.9,15
2009,UHF42,405,4,Ridgewood - Forest Hills,20.2,65
2009,UHF42,406,4,Fresh Meadows,13.3,19
2009,UHF42,407,4,Southwest Queens,20.2,91
2009,UHF42,408,4,Jamaica,37.5,182
2009,UHF42,409,4,Southeast Queens,32.6,103
2009,UHF42,410,4,Rockaways,44.4,96
2009,UHF42,501,4,Port Richmond,26.7,39
2009,UHF42,502,4,Stapleton - St. George,16.8,35
2009,UHF42,503,4,Willowbrook,13.2,18
2009,UHF42,504,4,South Beach - Tottenville,7.9,25
2009,Borough,1,1,Bronx,58.2,"1,552"
2009,Borough,2,1,Brooklyn,29.0,"1,231"
2009,Borough,3,1,Manhattan,31.9,508
2009,Borough,4,1,Queens,23.6,779
2009,Borough,5,1,Staten Island,14.7,119
2009,Citywide,1,0,New York City,33.2,"4,189"
2008,UHF42,101,4,Kingsbridge - Riverdale,25.0,30
2008,UHF42,102,4,Northeast Bronx,43.5,145
2008,UHF42,103,4,Fordham - Bronx Pk,61.0,300
2008,UHF42,104,4,Pelham - Throgs Neck,46.5,243
2008,UHF42,105,4,Crotona - Tremont,57.0,260
2008,UHF42,106,4,High Bridge - Morrisania,53.7,240
2008,UHF42,107,4,Hunts Point - Mott Haven,68.1,204
2008,UHF42,201,4,Greenpoint,9.8,18
2008,UHF42,202,4,Downtown - Heights - Slope,21.6,55
2008,UHF42,203,4,Bedford Stuyvesant - Crown Heights,50.0,287
2008,UHF42,204,4,East New York,46.8,186
2008,UHF42,205,4,Sunset Park,14.2,29
2008,UHF42,206,4,Borough Park,4.8,31
2008,UHF42,207,4,East Flatbush - Flatbush,28.2,147
2008,UHF42,208,4,Canarsie - Flatlands,16.5,57
2008,UHF42,209,4,Bensonhurst - Bay Ridge,5.3,15
2008,UHF42,210,4,Coney Island - Sheepshead Bay,9.6,41
2008,UHF42,211,4,Williamsburg - Bushwick,60.4,241
2008,UHF42,301,4,Washington Heights,21.1,82
2008,UHF42,302,4,Central Harlem - Morningside Heights,55.3,140
2008,UHF42,303,4,East Harlem,78.4,151
2008,UHF42,304,4,Upper West Side,16.1,32
2008,UHF42,305,4,Upper East Side,7.0,13
2008,UHF42,306,4,Chelsea - Clinton,20.1,14
2008,UHF42,307,4,Gramercy Park - Murray Hill,20.1,11
2008,UHF42,308,4,Greenwich Village - SoHo,1.9*,**
2008,UHF42,309,4,Union Square - Lower East Side,27.4,49
2008,UHF42,310,4,Lower Manhattan,5.8*,**
2008,UHF42,401,4,Long Island City - Astoria,20.8,49
2008,UHF42,402,4,West Queens,16.3,112
2008,UHF42,403,4,Flushing - Clearview,14.2,45
2008,UHF42,404,4,Bayside - Little Neck,8.1,10
2008,UHF42,405,4,Ridgewood - Forest Hills,20.6,65
2008,UHF42,406,4,Fresh Meadows,9.9,14
2008,UHF42,407,4,Southwest Queens,22.4,100
2008,UHF42,408,4,Jamaica,30.0,145
2008,UHF42,409,4,Southeast Queens,21.4,68
2008,UHF42,410,4,Rockaways,41.0,87
2008,UHF42,501,4,Port Richmond,13.1,19
2008,UHF42,502,4,Stapleton - St. George,15.8,33
2008,UHF42,503,4,Willowbrook,10.2,14
2008,UHF42,504,4,South Beach - Tottenville,6.3,20
2008,Borough,1,1,Bronx,54.5,"1,455"
2008,Borough,2,1,Brooklyn,26.8,"1,137"
2008,Borough,3,1,Manhattan,31.6,512
2008,Borough,4,1,Queens,22.3,730
2008,Borough,5,1,Staten Island,10.9,88
2008,Citywide,1,0,New York City,31.1,"3,922"
2007,UHF42,101,4,Kingsbridge - Riverdale,21.7,26
2007,UHF42,102,4,Northeast Bronx,39.6,132
2007,UHF42,103,4,Fordham - Bronx Pk,54.9,272
2007,UHF42,104,4,Pelham - Throgs Neck,42.5,222
2007,UHF42,105,4,Crotona - Tremont,50.0,231
2007,UHF42,106,4,High Bridge - Morrisania,51.2,230
2007,UHF42,107,4,Hunts Point - Mott Haven,74.0,223
2007,UHF42,201,4,Greenpoint,20.7,39
2007,UHF42,202,4,Downtown - Heights - Slope,20.6,53
2007,UHF42,203,4,Bedford Stuyvesant - Crown Heights,49.4,291
2007,UHF42,204,4,East New York,43.4,174
2007,UHF42,205,4,Sunset Park,12.7,26
2007,UHF42,206,4,Borough Park,5.3,34
2007,UHF42,207,4,East Flatbush - Flatbush,32.8,176
2007,UHF42,208,4,Canarsie - Flatlands,16.4,57
2007,UHF42,209,4,Bensonhurst - Bay Ridge,5.1,14
2007,UHF42,210,4,Coney Island - Sheepshead Bay,13.7,58
2007,UHF42,211,4,Williamsburg - Bushwick,57.7,233
2007,UHF42,301,4,Washington Heights,20.5,83
2007,UHF42,302,4,Central Harlem - Morningside Heights,68.0,175
2007,UHF42,303,4,East Harlem,85.9,169
2007,UHF42,304,4,Upper West Side,20.3,40
2007,UHF42,305,4,Upper East Side,7.7,14
2007,UHF42,306,4,Chelsea - Clinton,31.8,22
2007,UHF42,307,4,Gramercy Park - Murray Hill,18.6,10
2007,UHF42,308,4,Greenwich Village - SoHo,3.8*,**
2007,UHF42,309,4,Union Square - Lower East Side,32.3,59
2007,UHF42,310,4,Lower Manhattan,3.0*,**
2007,UHF42,401,4,Long Island City - Astoria,25.1,60
2007,UHF42,402,4,West Queens,16.9,115
2007,UHF42,403,4,Flushing - Clearview,14.5,46
2007,UHF42,404,4,Bayside - Little Neck,11.5,14
2007,UHF42,405,4,Ridgewood - Forest Hills,27.4,86
2007,UHF42,406,4,Fresh Meadows,16.5,23
2007,UHF42,407,4,Southwest Queens,20.7,92
2007,UHF42,408,4,Jamaica,25.4,123
2007,UHF42,409,4,Southeast Queens,25.6,82
2007,UHF42,410,4,Rockaways,47.6,100
2007,UHF42,501,4,Port Richmond,23.0,33
2007,UHF42,502,4,Stapleton - St. George,19.2,40
2007,UHF42,503,4,Willowbrook,10.8,15
2007,UHF42,504,4,South Beach - Tottenville,4.1,13
2007,Borough,1,1,Bronx,55.0,"1,476"
2007,Borough,2,1,Brooklyn,28.1,"1,200"
2007,Borough,3,1,Manhattan,36.5,598
2007,Borough,4,1,Queens,25.0,814
2007,Borough,5,1,Staten Island,13.1,106
2007,Citywide,1,0,New York City,33.1,"4,194"
2006,UHF42,101,4,Kingsbridge - Riverdale,22.4,27
2006,UHF42,102,4,Northeast Bronx,39.9,134
2006,UHF42,103,4,Fordham - Bronx Pk,48.1,241
2006,UHF42,104,4,Pelham - Throgs Neck,48.4,254
2006,UHF42,105,4,Crotona - Tremont,55.0,258
2006,UHF42,106,4,High Bridge - Morrisania,57.6,261
2006,UHF42,107,4,Hunts Point - Mott Haven,71.1,216
2006,UHF42,201,4,Greenpoint,19.5,38
2006,UHF42,202,4,Downtown - Heights - Slope,24.1,63
2006,UHF42,203,4,Bedford Stuyvesant - Crown Heights,63.7,386
2006,UHF42,204,4,East New York,46.4,188
2006,UHF42,205,4,Sunset Park,10.7,22
2006,UHF42,206,4,Borough Park,6.2,39
2006,UHF42,207,4,East Flatbush - Flatbush,41.6,230
2006,UHF42,208,4,Canarsie - Flatlands,22.7,80
2006,UHF42,209,4,Bensonhurst - Bay Ridge,4.4,12
2006,UHF42,210,4,Coney Island - Sheepshead Bay,9.4,40
2006,UHF42,211,4,Williamsburg - Bushwick,61.9,254
2006,UHF42,301,4,Washington Heights,24.0,101
2006,UHF42,302,4,Central Harlem - Morningside Heights,65.7,173
2006,UHF42,303,4,East Harlem,78.2,158
2006,UHF42,304,4,Upper West Side,25.0,49
2006,UHF42,305,4,Upper East Side,6.7,12
2006,UHF42,306,4,Chelsea - Clinton,13.0*,**
2006,UHF42,307,4,Gramercy Park - Murray Hill,20.7,11
2006,UHF42,308,4,Greenwich Village - SoHo,11.4*,**
2006,UHF42,309,4,Union Square - Lower East Side,31.0,58
2006,UHF42,310,4,Lower Manhattan,12.5*,**
2006,UHF42,401,4,Long Island City - Astoria,20.5,50
2006,UHF42,402,4,West Queens,18.9,129
2006,UHF42,403,4,Flushing - Clearview,20.7,66
2006,UHF42,404,4,Bayside - Little Neck,14.0,17
2006,UHF42,405,4,Ridgewood - Forest Hills,21.2,67
2006,UHF42,406,4,Fresh Meadows,17.2,24
2006,UHF42,407,4,Southwest Queens,22.1,99
2006,UHF42,408,4,Jamaica,27.3,134
2006,UHF42,409,4,Southeast Queens,25.4,83
2006,UHF42,410,4,Rockaways,49.4,104
2006,UHF42,501,4,Port Richmond,24.5,35
2006,UHF42,502,4,Stapleton - St. George,24.4,51
2006,UHF42,503,4,Willowbrook,12.1,17
2006,UHF42,504,4,South Beach - Tottenville,8.1,26
2006,Borough,1,1,Bronx,56.9,"1,542"
2006,Borough,2,1,Brooklyn,33.0,"1,424"
2006,Borough,3,1,Manhattan,36.3,605
2006,Borough,4,1,Queens,25.0,823
2006,Borough,5,1,Staten Island,16.1,131
2006,Citywide,1,0,New York City,35.4,"4,525"
2005,UHF42,101,4,Kingsbridge - Riverdale,18.9,23
2005,UHF42,102,4,Northeast Bronx,42.7,145
2005,UHF42,103,4,Fordham - Bronx Pk,51.0,260
2005,UHF42,104,4,Pelham - Throgs Neck,45.3,240
2005,UHF42,105,4,Crotona - Tremont,54.3,260
2005,UHF42,106,4,High Bridge - Morrisania,61.1,281
2005,UHF42,107,4,Hunts Point - Mott Haven,74.1,228
2005,UHF42,201,4,Greenpoint,18.3,37
2005,UHF42,202,4,Downtown - Heights - Slope,21.8,58
2005,UHF42,203,4,Bedford Stuyvesant - Crown Heights,47.8,298
2005,UHF42,204,4,East New York,49.9,205
2005,UHF42,205,4,Sunset Park,7.2,15
2005,UHF42,206,4,Borough Park,5.7,36
2005,UHF42,207,4,East Flatbush - Flatbush,40.5,231
2005,UHF42,208,4,Canarsie - Flatlands,21.8,78
2005,UHF42,209,4,Bensonhurst - Bay Ridge,4.1,11
2005,UHF42,210,4,Coney Island - Sheepshead Bay,13.0,56
2005,UHF42,211,4,Williamsburg - Bushwick,77.2,323
2005,UHF42,301,4,Washington Heights,27.6,120
2005,UHF42,302,4,Central Harlem - Morningside Heights,78.4,210
2005,UHF42,303,4,East Harlem,91.0,187
2005,UHF42,304,4,Upper West Side,22.7,44
2005,UHF42,305,4,Upper East Side,8.6,15
2005,UHF42,306,4,Chelsea - Clinton,26.3,18
2005,UHF42,307,4,Gramercy Park - Murray Hill,15.3*,**
2005,UHF42,308,4,Greenwich Village - SoHo,3.8*,**
2005,UHF42,309,4,Union Square - Lower East Side,29.4,56
2005,UHF42,310,4,Lower Manhattan,19.5*,**
2005,UHF42,401,4,Long Island City - Astoria,25.5,64
2005,UHF42,402,4,West Queens,19.7,135
2005,UHF42,403,4,Flushing - Clearview,14.3,46
2005,UHF42,404,4,Bayside - Little Neck,13.1,16
2005,UHF42,405,4,Ridgewood - Forest Hills,22.5,72
2005,UHF42,406,4,Fresh Meadows,14.3,20
2005,UHF42,407,4,Southwest Queens,18.8,85
2005,UHF42,408,4,Jamaica,28.9,144
2005,UHF42,409,4,Southeast Queens,24.5,82
2005,UHF42,410,4,Rockaways,51.2,108
2005,UHF42,501,4,Port Richmond,24.4,35
2005,UHF42,502,4,Stapleton - St. George,20.4,43
2005,UHF42,503,4,Willowbrook,11.9,17
2005,UHF42,504,4,South Beach - Tottenville,6.7,22
2005,Borough,1,1,Bronx,58.0,"1,594"
2005,Borough,2,1,Brooklyn,32.2,"1,414"
2005,Borough,3,1,Manhattan,41.5,698
2005,Borough,4,1,Queens,25.0,831
2005,Borough,5,1,Staten Island,14.4,119
2005,Citywide,1,0,New York City,35.9,"4,656"
